Título;Endereço;Taxa;Área;Quartos;Banheiros;Suítes;Vagas;Preço
Apartamento com 3 Quartos à Venda, 79m²;Avenida Deputado Antônio Florêncio de Queiroz, 3980 - Ponta Negra, Natal - RN;;79;3;2;2;2;R$ 585.000
Apartamento com 3 Quartos à Venda, 155m²;Rua Ismael Pereira da Silva, 1515 - Capim Macio, Natal - RN;R$ 875;155;3;5;5;3;R$ 1.150.000
Apartamento com 4 Quartos à Venda/Aluguel 106m²;Rua Doutor José Bezerra, 591 - Barro Vermelho, Natal - RN;;106;4;3;3;2;R$ 160.000
Apartamento com 2 Quartos à Venda, 54m²;Avenida Capitão-mor Gouveia, 1135 - Lagoa Nova, Natal - RN;R$ 270;54;2;2;2;1;R$ 242.250
Apartamento com 2 Quartos à Venda, 54m²;Rua Brisa do Mar, 10 - Ponta Negra, Natal - RN;R$ 490;54;2;2;2;1;R$ 210.000
Apartamento com 3 Quartos à Venda, 116m²;Rua Tenente Olavo Francisco dos Santos, 100 - Ponta Negra, Natal - RN;R$ 430;116;3;4;4;2;R$ 530.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Engenheiro João Hélio Alves Rocha, 2825 - Planalto, Natal - RN;R$ 240;55;2;2;2;1;R$ 99.000
Apartamento com 2 Quartos à Venda, 56m²; | Ponta Negra, Natal - RN;R$ 420;56;2;2;2;1;R$ 270.000
Apartamento com 3 Quartos à Venda, 196m²;Avenida Senador Salgado Filho - Tirol, Natal - RN;R$ 1.500;196;3;4;4;2;R$ 350.000
Apartamento com 2 Quartos à Venda, 56m²;Rua Joaquim Eduardo de Farias, 209 - Ponta Negra, Natal - RN;R$ 240;56;2;1;1;1;R$ 200.000
Apartamento com 2 Quartos à Venda, 55m²;Avenida Engenheiro Roberto Freire, 00 - Ponta Negra, Natal - RN;R$ 400;55;2;1;1;1;R$ 350.000
Apartamento com 4 Quartos à Venda, 170m²;Rua dos Tororós, 001 - Lagoa Nova, Natal - RN;R$ 900;170;4;5;5;4;R$ 920.000
Apartamento com 3 Quartos à Venda, 138m²;Avenida Rodrigues Alves - Tirol, Natal - RN;;138;3;5;5;3;R$ 890.000
Apartamento com 3 Quartos à Venda, 138m²;Avenida Rodrigues Alves - Tirol, Natal - RN;;138;3;5;5;3;R$ 890.000
Apartamento com 2 Quartos à Venda, 56m²;Avenida Engenheiro Roberto Freire, 00 - Ponta Negra, Natal - RN;R$ 330;56;2;1;1;1;R$ 260.000
Apartamento com 2 Quartos à Venda, 52m²;Rua Doutor Osvaldo Fortes do Rego, 155 - Ponta Negra, Natal - RN;R$ 350;52;2;1;1;1;R$ 228.900
Apartamento com 3 Quartos à Venda, 96m²;Rua Guilherme Tinoco, 1265 - Barro Vermelho, Natal - RN;R$ 650;96;3;4;4;2;R$ 349.900
Apartamento com 2 Quartos à Venda, 128m²;Avenida Deputado Antônio Florêncio de Queiroz, 2995 - Ponta Negra, Natal - RN;;128;2;1;1;2;R$ 661.000
Apartamento com 4 Quartos à Venda, 170m²;Rua dos Tororós, 001 - Lagoa Nova, Natal - RN;R$ 900;170;4;5;5;4;R$ 920.000
Apartamento com 3 Quartos à Venda, 141m²;Rua Alexandre Câmara, 1774 - Capim Macio, Natal - RN;R$ 720;141;3;4;4;2;R$ 820.000
Apartamento com 3 Quartos à Venda, 93m²;Rua da Lagosta, 466 - Ponta Negra, Natal - RN;;93;3;2;2;2;R$ 290.000
Apartamento com 3 Quartos à Venda, 100m²;Rua Joaquim das Virgens, 19 - Barro Vermelho, Natal - RN;R$ 600;100;3;3;3;1;R$ 300.000
Apartamento com 3 Quartos à Venda, 119m²;Avenida Amintas Barros, 3735 - Lagoa Nova, Natal - RN;R$ 1.050;119;3;4;4;2;R$ 440.000
Apartamento com 4 Quartos à Venda, 186m²;Avenida Rui Barbosa, 282 - Tirol, Natal - RN;R$ 850;186;4;4;4;3;R$ 1.050.000
Apartamento com 3 Quartos à Venda, 208m²;Avenida Prudente de Morais - Tirol, Natal - RN;R$ 1.250;208;3;5;5;4;R$ 2.300.000
Apartamento com 4 Quartos à Venda, 256m²;Avenida Antônio Basílio, 1122 - Lagoa Nova, Natal - RN;;256;4;5;5;4;R$ 750.000
Apartamento com 3 Quartos à Venda/Aluguel 172m²;Rua Professor Antônio Campos, 2306 - Lagoa Nova, Natal - RN;;172;3;2;2;2;R$ 185.000
Apartamento com 3 Quartos à Venda, 73m²;Rua Alberto Maranhão - Tirol, Natal - RN;R$ 680;73;3;2;2;1;R$ 270.000
Apartamento com Quarto para Venda/Aluguel 69m²;Avenida Afonso Pena, 957 - Tirol, Natal - RN;;69;1;1;1;1;R$ 450.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Antônio Madruga, 1959 - Capim Macio, Natal - RN;;55;2;2;2;--;R$ 260.000
Apartamento com 3 Quartos à Venda, 110m²;Rua Doutor José Bezerra - Barro Vermelho, Natal - RN;R$ 700;110;3;3;3;2;R$ 480.000
Apartamento com 3 Quartos à Venda, 92m²;Avenida Miguel Castro, 1519 - Lagoa Nova, Natal - RN;;92;3;3;3;2;R$ 470.000
Apartamento com 3 Quartos à Venda, 96m²;Alameda das Mansões, 701 - Candelária, Natal - RN;R$ 527;96;3;3;3;2;R$ 515.000
Apartamento com 2 Quartos à Venda, 55m²;Avenida Praia de Ponta Negra, 9179 - Ponta Negra, Natal - RN;R$ 500;55;2;2;2;1;R$ 380.000
Apartamento com 2 Quartos à Venda, 58m²;Avenida Amintas Barros, 343 - Lagoa Nova, Natal - RN;R$ 375;58;2;2;2;1;R$ 275.000
Apartamento com 4 Quartos para Venda/Aluguel 231m²;Avenida Amintas Barros, 3675 - Lagoa Nova, Natal - RN;;231;4;2;2;3;R$ 800.000
Apartamento com 3 Quartos à Venda, 248m²;Rua Ascenso Ferreira, 343 - Candelária, Natal - RN;R$ 800;248;3;4;4;3;R$ 460.000
Apartamento com 4 Quartos à Venda, 170m²;Rua dos Tororós, 730 - Lagoa Nova, Natal - RN;R$ 900;170;4;6;6;4;R$ 920.000
Apartamento com 3 Quartos à Venda, 97m²;Rua Trairi, 798 - Petrópolis, Natal - RN;R$ 460;97;3;2;2;2;R$ 520.000
Apartamento com 3 Quartos à Venda, 112m²;Avenida Nascimento de Castro, 2014 - Lagoa Nova, Natal - RN;R$ 650;112;3;5;5;3;R$ 550.000
Apartamento com 2 Quartos à Venda, 56m²;Rua Professora Dirce Coutinho, 00 - Capim Macio, Natal - RN;R$ 400;56;2;2;2;1;R$ 220.000
Apartamento com Quarto à Venda, 58m²;Rua Doutor Carlos Passos, 1746 - Tirol, Natal - RN;;58;1;1;1;--;R$ 230.000
Apartamento com 3 Quartos à Venda, 164m²;Avenida Engenheiro Roberto Freire, 00 - Ponta Negra, Natal - RN;R$ 600;164;3;3;3;2;R$ 468.000
Apartamento com 4 Quartos à Venda, 279m²;Rua Pinto Martins - Areia Preta, Natal - RN;R$ 1.811;279;4;5;5;4;R$ 1.635.000
Apartamento com 3 Quartos à Venda, 79m²;Avenida Deputado Antônio Florêncio de Queiroz, 000 - Ponta Negra, Natal - RN;;79;3;2;2;--;R$ 418.000
Apartamento com 2 Quartos à Venda/Aluguel 67m²;Rua Lúcia Viveiros, 255 - Neópolis, Natal - RN;;67;2;1;1;1;R$ 340.000
Apartamento com 3 Quartos à Venda, 136m²; | Lagoa Nova, Natal - RN;R$ 900;136;3;3;3;2;R$ 360.000
Apartamento com 2 Quartos à Venda/Aluguel 59m²;Avenida Deputado Antônio Florêncio de Queiroz, 2995 - Ponta Negra, Natal - RN;;59;2;1;1;1;R$ 260.000
Apartamento com 3 Quartos à Venda, 107m²;Rua Eduardo Gurgel, 343 - Lagoa Nova, Natal - RN;R$ 550;107;3;4;4;2;R$ 500.000
Apartamento com 2 Quartos à Venda, 59m²;Rua Sergipe - Ponta Negra, Natal - RN;R$ 300;59;2;2;2;1;R$ 265.000
Apartamento com 4 Quartos à Venda, 210m²;Rua Dom José Tomaz, 1262 - Tirol, Natal - RN;R$ 1.200;210;4;5;5;3;R$ 680.000
Apartamento com 2 Quartos à Venda, 70m²;Avenida Engenheiro Roberto Freire, 943 - Capim Macio, Natal - RN;R$ 450;70;2;1;1;1;R$ 399.900
Apartamento com 4 Quartos à Venda, 165m²;Rua Ceará Mirim, 1140 - Tirol, Natal - RN;R$ 920;165;4;4;4;4;R$ 1.100.000
Apartamento com 2 Quartos à Venda, 56m²;Rua Alfredo Dias de Figueiredo, 343 - Ponta Negra, Natal - RN;R$ 400;56;2;2;2;1;R$ 200.000
Apartamento com 3 Quartos à Venda, 103m²;Rua Mipibu, 121 - Petrópolis, Natal - RN;R$ 550;103;3;4;4;2;R$ 480.000
Apartamento com 3 Quartos à Venda, 89m²;Avenida dos Caiapós, 121 - Pitimbu, Natal - RN;R$ 410;89;3;2;2;2;R$ 380.000
Apartamento com 2 Quartos à Venda, 57m²; | Ponta Negra, Natal - RN;R$ 278;57;2;1;1;1;R$ 190.000
Apartamento com 2 Quartos à Venda, 54m²;Rua Trairi, 765 - Petrópolis, Natal - RN;R$ 412;54;2;2;2;1;R$ 250.000
Apartamento com 3 Quartos à Venda, 84m²; | Capim Macio, Natal - RN;;84;3;2;2;1;R$ 285.000
Apartamento com 3 Quartos à Venda, 123m²;Rua Jaguarari - Candelária, Natal - RN;R$ 550;123;3;4;4;2;R$ 590.000
Apartamento com 3 Quartos à Venda, 70m²; | Barro Vermelho, Natal - RN;R$ 500;70;3;2;2;1;R$ 170.000
Apartamento com 3 Quartos à Venda, 96m²;Avenida Governador Juvenal Lamartine, 979 - Tirol, Natal - RN;R$ 510;96;3;3;3;2;R$ 430.000
Apartamento com 2 Quartos à Venda, 63m²;Avenida Afonso Pena, 1 - Tirol, Natal - RN;R$ 550;63;2;1;1;1;R$ 320.000
Apartamento com 3 Quartos à Venda, 317m²;Avenida Governador Sílvio Pedroza, 228 - Areia Preta, Natal - RN;R$ 2.300;317;3;4;4;--;R$ 1.050.000
Apartamento com 2 Quartos à Venda, 56m²;Rua da Lagosta, 405 - Ponta Negra, Natal - RN;R$ 200;56;2;1;1;1;R$ 135.000
Apartamento com 2 Quartos à Venda, 55m²;Avenida dos Caiapós, 121 - Pitimbu, Natal - RN;R$ 300;55;2;2;2;1;R$ 194.000
Apartamento com 2 Quartos à Venda, 65m²;Rua Ataulfo Alves, 1898 - Candelária, Natal - RN;R$ 500;65;2;2;2;1;R$ 230.000
Apartamento com 2 Quartos à Venda, 58m²;Avenida Senador Salgado Filho - PARNAMIRIM, Natal - RN;R$ 400;58;2;2;2;1;R$ 175.000
Apartamento com 2 Quartos à Venda, 56m²; | Ponta Negra, Natal - RN;R$ 545;56;2;2;2;1;R$ 265.000
Apartamento com 3 Quartos à Venda, 75m²;Rua Abraham Tahim, 1670 - Capim Macio, Natal - RN;R$ 350;75;3;2;2;2;R$ 195.000
Apartamento com 3 Quartos à Venda, 94m²; | Capim Macio, Natal - RN;R$ 575;94;3;2;2;2;R$ 450.000
Apartamento com 3 Quartos à Venda, 230m²;Avenida Praia de Pirangi, 2491 - Ponta Negra, Natal - RN;;230;3;5;5;3;R$ 1.350.000
Apartamento com 2 Quartos à Venda, 57m²;Travessa Silveira - Planalto, Natal - RN;R$ 170;57;2;2;2;1;R$ 115.000
Apartamento com Quarto à Venda, 20m²;Avenida Engenheiro Roberto Freire, 4848 - Ponta Negra, Natal - RN;R$ 460;20;1;1;1;1;R$ 125.000
Apartamento com 3 Quartos à Venda, 72m²;Rua Desembargador José Gomes da Costa, 1887 - Capim Macio, Natal - RN;R$ 490;72;3;2;2;2;R$ 180.000
Apartamento com 3 Quartos à Venda, 109m²;Rua Ciro Monteiro - Tirol, Natal - RN;R$ 650;109;3;4;4;2;R$ 670.000
Apartamento com 4 Quartos à Venda, 170m²;Avenida Nascimento de Castro, 2455 - Lagoa Nova, Natal - RN;R$ 550;170;4;5;5;3;R$ 750.000
Apartamento com 2 Quartos à Venda, 57m²;Avenida Porto de Pedras, 0 - Neópolis, Natal - RN;;57;2;2;2;1;R$ 190.000
Apartamento com 2 Quartos à Venda, 56m²; | Capim Macio, Natal - RN;R$ 350;56;2;2;2;--;R$ 260.000
Apartamento com 2 Quartos à Venda, 58m²;Avenida Engenheiro Roberto Freire, 4702 - Ponta Negra, Natal - RN;;58;2;2;2;1;R$ 280.000
Apartamento com 2 Quartos à Venda, 57m²;Avenida Senador Salgado Filho, 1718 - Tirol, Natal - RN;;57;2;2;2;1;R$ 320.000
Apartamento com 2 Quartos à Venda, 59m²;Rua Barra do Rio, 15 - Ponta Negra, Natal - RN;R$ 600;59;2;2;2;1;R$ 240.000
Apartamento com 4 Quartos à Venda, 119m²;Rua Morais Navarro - Lagoa Nova, Natal - RN;R$ 570;119;4;5;5;2;R$ 720.000
Apartamento com 3 Quartos à Venda, 81m²;Rua Arnaldo Neves da Silva, 4449 - Neópolis, Natal - RN;R$ 120;81;3;2;2;1;R$ 169.000
Apartamento com 4 Quartos à Venda, 214m²;Rua General Gustavo Cordeiro de Faria, 31 - Petrópolis, Natal - RN;;214;4;6;6;4;R$ 1.100.000
Apartamento com 3 Quartos à Venda, 76m²;Rua Doutor José Bezerra, 70 - Barro Vermelho, Natal - RN;R$ 450;76;3;2;2;2;R$ 464.000
Apartamento com 3 Quartos à Venda, 136m²;Rua Doutor Rômulo Jorge, 800 - Lagoa Nova, Natal - RN;;136;3;5;5;2;R$ 780.000
Apartamento com 3 Quartos à Venda, 140m²;Rua Valê de Miranda, 50 - Tirol, Natal - RN;R$ 954;140;3;3;3;2;R$ 390.000
Apartamento com 3 Quartos à Venda, 138m²;Rua Doutor Rômulo Jorge, 230 - Lagoa Nova, Natal - RN;R$ 695;138;3;4;4;2;R$ 780.000
Apartamento com 2 Quartos à Venda, 75m²;Rua Praia do Rio Doce, 2174 - Ponta Negra, Natal - RN;R$ 330;75;2;3;3;1;R$ 390.000
Apartamento com 3 Quartos à Venda, 108m²; | Capim Macio, Natal - RN;R$ 350;108;3;4;4;2;R$ 500.000
Apartamento com 4 Quartos à Venda, 165m²;Rua Ceará Mirim - Tirol, Natal - RN;R$ 990;165;4;5;5;3;R$ 1.200.000
Apartamento com 3 Quartos à Venda, 122m²;Av. Romualdo Galvão, 695 - Tirol, Natal - RN;;122;3;2;2;2;R$ 330.000
Apartamento com 3 Quartos à Venda, 79m²;Avenida Deputado Antônio Florêncio de Queiroz, 3980 - Ponta Negra, Natal - RN;R$ 500;79;3;3;3;2;R$ 420.000
Apartamento com 2 Quartos à Venda, 59m²;Avenida Deputado Antônio Florêncio de Queiroz - Ponta Negra, Natal - RN;R$ 362;59;2;2;2;1;R$ 264.900
Apartamento com 3 Quartos à Venda, 165m²;Rua Ceará Mirim, 1140 - Tirol, Natal - RN;R$ 957;165;3;5;5;4;R$ 1.100.000
Apartamento com 2 Quartos à Venda, 56m²;Avenida das Brancas Dunas - Candelária, Natal - RN;R$ 350;56;2;2;2;1;R$ 230.000
Apartamento com 3 Quartos à Venda, 208m²;Avenida Prudente de Morais, 1044 - Tirol, Natal - RN;R$ 1.000;208;3;5;5;6;R$ 2.100.000
Apartamento com 3 Quartos à Venda, 92m²;Rua Alexandre Câmara, 1977 - Capim Macio, Natal - RN;;92;3;2;2;2;R$ 460.000
Apartamento com 3 Quartos à Venda, 84m²;Rua Joaquim Eduardo de Farias, 2 - Neópolis, Natal - RN;R$ 383;84;3;2;2;2;R$ 280.000
Apartamento com 2 Quartos à Venda, 56m²;Avenida Engenheiro Roberto Freire, 3112 - Ponta Negra, Natal - RN;R$ 620;56;2;2;2;1;R$ 369.000
Apartamento com 3 Quartos à Venda, 77m²;Avenida do Sol, 3489 - Candelária, Natal - RN;R$ 760;77;3;3;3;2;R$ 255.000
Apartamento com 3 Quartos à Venda, 98m²;Rua Anísio de Souza, 2556 - Candelária, Natal - RN;R$ 470;98;3;2;2;2;R$ 450.000
Apartamento com 3 Quartos à Venda, 101m²;Avenida Deputado Antônio Florêncio de Queiroz, 3890 - Ponta Negra, Natal - RN;R$ 500;101;3;2;2;2;R$ 656.000
Apartamento com 3 Quartos à Venda, 92m²;Rua Professora Gipse Montenegro, 245 - Capim Macio, Natal - RN;R$ 357;92;3;2;2;2;R$ 490.000
Apartamento com 3 Quartos à Venda, 115m²;Rua São João, 1233 - Lagoa Seca, Natal - RN;R$ 900;115;3;3;3;2;R$ 499.000
Apartamento com 4 Quartos à Venda, 130m²;Rua Apodi, 500 - Tirol, Natal - RN;R$ 750;130;4;4;4;2;R$ 830.000
Apartamento com 3 Quartos à Venda, 75m²;Rua Alberto Maranhão, 1122 - Tirol, Natal - RN;R$ 630;75;3;3;3;1;R$ 250.000
Apartamento com 3 Quartos à Venda, 66m²;Avenida Xavier da Silveira, 1713 - Nova Descoberta, Natal - RN;R$ 250;66;3;2;2;2;R$ 155.000
Apartamento com 5 Quartos à Venda, 480m²; | Petrópolis, Natal - RN;R$ 2.400;480;5;6;6;4;R$ 4.800.000
Apartamento com 2 Quartos à Venda, 54m²;Rua Adolfo Gordo, 1035 - Cidade da Esperança, Natal - RN;R$ 360;54;2;2;2;1;R$ 165.000
Apartamento com 2 Quartos à Venda, 53m²;Rua Doutor Nizário Gurgel - Tirol, Natal - RN;R$ 340;53;2;2;2;1;R$ 230.000
Apartamento com 2 Quartos à Venda, 57m²;Avenida Senador Salgado Filho, 1150 - Tirol, Natal - RN;;57;2;1;1;1;R$ 320.000
Apartamento com 3 Quartos à Venda, 60m²; | Capim Macio, Natal - RN;R$ 100;60;3;2;2;1;R$ 110.000
Apartamento com 3 Quartos à Venda, 123m²;Rua Jaguarari, 4985 - Candelária, Natal - RN;R$ 550;123;3;4;4;2;R$ 650.000
Apartamento com 2 Quartos à Venda, 52m²;Rua Doutor Osvaldo Fortes do Rego, 155 - Ponta Negra, Natal - RN;;52;2;2;2;1;R$ 230.000
Apartamento com 3 Quartos à Venda, 91m²; | Tirol, Natal - RN;;91;3;2;2;1;R$ 250.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Antônio Madruga, 1959 - Capim Macio, Natal - RN;R$ 350;55;2;1;1;1;R$ 225.900
Apartamento com 3 Quartos à Venda, 156m²;Rua Ismael Pereira da Silva, 1515 - Capim Macio, Natal - RN;R$ 880;156;3;4;4;3;R$ 1.200.000
Apartamento com 3 Quartos à Venda, 74m²;Rua Neuza Farache, 1971 - Capim Macio, Natal - RN;R$ 450;74;3;2;2;2;R$ 340.000
Apartamento com 3 Quartos à Venda, 113m²; | Tirol, Natal - RN;R$ 600;113;3;3;3;1;R$ 250.000
Apartamento com 2 Quartos à Venda, 44m²;Avenida dos Caiapós, 1 - Pitimbu, Natal - RN;;44;2;1;1;1;R$ 99.000
Apartamento com 3 Quartos à Venda, 139m²;Avenida Engenheiro Roberto Freire, 09999 - Ponta Negra, Natal - RN;;139;3;4;4;2;R$ 2.850.000
Apartamento com 2 Quartos à Venda, 67m²;Rua Ataulfo Alves - Candelária, Natal - RN;R$ 550;67;2;2;2;1;R$ 260.000
Apartamento com 3 Quartos à Venda, 180m²;Avenida Governador Sílvio Pedroza, 33 - Areia Preta, Natal - RN;R$ 1.400;180;3;4;4;3;R$ 870.000
Apartamento com 3 Quartos à Venda, 110m²;Rua Missionário Gunnar Vingren, 1904 - Capim Macio, Natal - RN;;110;3;3;3;2;R$ 649.000
Apartamento com 3 Quartos à Venda, 123m²;Rua Jaguarari, 4981 - Candelária, Natal - RN;R$ 550.000;123;3;5;5;2;R$ 630.000
Apartamento com 3 Quartos à Venda, 76m²;Rua Neuza Farache, 1971 - Capim Macio, Natal - RN;R$ 450;76;3;2;2;2;R$ 290.000
Apartamento com 3 Quartos à Venda, 124m²;Rua Almirante Nelson Fernandes, 1005 - Barro Vermelho, Natal - RN;R$ 820;124;3;4;4;2;R$ 519.000
Apartamento com 3 Quartos à Venda, 120m²;Rua Doutor Ewerton Dantas Cortez - Tirol, Natal - RN;;120;3;5;5;2;R$ 498.000
Apartamento com 3 Quartos à Venda, 67m²;Rua Doutor Osvaldo Fortes do Rego, 155 - Ponta Negra, Natal - RN;;67;3;2;2;2;R$ 310.000
Apartamento com 2 Quartos à Venda, 53m²;Rua Adolfo Gordo, 1035 - Cidade da Esperança, Natal - RN;R$ 370;53;2;2;2;1;R$ 168.000
Apartamento com 2 Quartos à Venda, 56m²;Rua Doutor Nizário Gurgel - Tirol, Natal - RN;R$ 380;56;2;2;2;2;R$ 220.000
Apartamento com 3 Quartos à Venda, 222m²;Rua Maria Auxiliadora, 805 - Tirol, Natal - RN;R$ 1.800;222;3;5;5;2;R$ 870.000
Apartamento com 3 Quartos à Venda, 120m²;Rua General Gustavo Cordeiro de Faria, 315 - Ribeira, Natal - RN;;120;3;3;3;2;R$ 750.000
Apartamento com 2 Quartos à Venda, 124m²;Avenida Engenheiro Roberto Freire, 948 - Capim Macio, Natal - RN;;124;2;2;2;2;R$ 412.900
Apartamento com 2 Quartos à Venda, 78m²; | Lagoa Nova, Natal - RN;R$ 620;78;2;3;3;2;R$ 179.900
Apartamento com 2 Quartos à Venda, 58m²; | Ponta Negra, Natal - RN;R$ 450;58;2;2;2;1;R$ 359.000
Apartamento com 2 Quartos à Venda, 56m²;Avenida Engenheiro Roberto Freire, 4702 - Ponta Negra, Natal - RN;R$ 580;56;2;2;2;1;R$ 285.000
Apartamento com 3 Quartos à Venda, 273m²;Rua Francisco Pignataro, 1878 - Capim Macio, Natal - RN;R$ 1.600;273;3;4;4;2;R$ 598.000
Apartamento com 4 Quartos à Venda, 298m²;Rua São José, 3285 - Candelária, Natal - RN;R$ 2.200;298;4;5;5;4;R$ 980.000
Apartamento com 3 Quartos à Venda, 85m²;Rua Doutor Poty Nóbrega, 1946 - Lagoa Nova, Natal - RN;R$ 506;85;3;2;2;2;R$ 440.000
Apartamento com 2 Quartos para Venda/Aluguel 67m²;Rua das Algas, 2269 - Ponta Negra, Natal - RN;R$ 250;67;2;2;2;1;R$ 160.000
Apartamento com 4 Quartos à Venda, 110m²;Avenida Engenheiro Roberto Freire - Ponta Negra, Natal - RN;R$ 700;110;4;3;3;2;R$ 960.000
Apartamento com 3 Quartos à Venda, 215m²;Rua Ceará Mirim, 555 - Tirol, Natal - RN;R$ 900;215;3;5;5;3;R$ 1.390.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Leonora Armstrong, 300 - Ponta Negra, Natal - RN;R$ 380;55;2;2;2;1;R$ 259.900
Apartamento com 2 Quartos à Venda, 56m²;Avenida Engenheiro Roberto Freire, 3112 - Ponta Negra, Natal - RN;R$ 550;56;2;3;3;1;R$ 330.000
Apartamento com 4 Quartos à Venda, 153m²;Rua Neuza Farache, 1971 - Capim Macio, Natal - RN;R$ 850;153;4;3;3;2;R$ 710.000
Apartamento com 3 Quartos à Venda, 94m²;Rua Nelson Geraldo Freire, 705 - Lagoa Nova, Natal - RN;R$ 900;94;3;2;2;2;R$ 370.000
Apartamento com 3 Quartos à Venda, 81m²;Rua Jundiaí, 429 - Tirol, Natal - RN;R$ 380;81;3;3;3;--;R$ 470.000
Apartamento com 2 Quartos à Venda, 57m²;Avenida Porto de Pedras, 4500 - Neópolis, Natal - RN;R$ 300;57;2;2;2;1;R$ 220.000
Apartamento com 3 Quartos à Venda, 79m²;R. Dep. Antônio Florêncio de Queiroz, 3365 - Ponta Negra, 3365 - Ponta Negra, Natal - RN;R$ 600;79;3;2;2;2;R$ 579.990
Apartamento com 3 Quartos à Venda, 103m²;Avenida Amintas Barros - Lagoa Nova, Natal - RN;R$ 650;103;3;4;4;2;R$ 479.000
Apartamento com Quarto à Venda, 59m²;Avenida Deputado Antônio Florêncio de Queiroz - Ponta Negra, Natal - RN;R$ 363;59;1;1;1;1;R$ 350.000
Apartamento com 3 Quartos à Venda, 83m²;Rua Barão de Lucena, 62 - Pitimbu, Natal - RN;R$ 300;83;3;2;2;2;R$ 315.000
Apartamento com 3 Quartos à Venda, 110m²;Rua Rodolfo Garcia, 1966 - Lagoa Nova, Natal - RN;R$ 750;110;3;4;4;2;R$ 430.000
Apartamento com 2 Quartos à Venda, 56m²;Rua Joaquim Eduardo de Farias, 213 - Ponta Negra, Natal - RN;;56;2;2;2;1;R$ 210.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Halley Mestrinho, 0 - Ponta Negra, Natal - RN;;55;2;1;1;1;R$ 400.000
Apartamento com 3 Quartos à Venda, 98m²;Rua Aparecida Bem Vindo - Ponta Negra, Natal - RN;R$ 875;98;3;3;3;2;R$ 310.000
Apartamento com 2 Quartos à Venda, 57m²; | Pitimbu, Natal - RN;R$ 220;57;2;2;2;1;R$ 145.000
Apartamento com 2 Quartos à Venda, 59m²;Avenida Deputado Antônio Florêncio de Queiroz - Ponta Negra, Natal - RN;R$ 326;59;2;2;2;1;R$ 260.000
Apartamento com 3 Quartos à Venda, 115m²;Rua São João, 1233 - Lagoa Seca, Natal - RN;R$ 900;115;3;3;3;2;R$ 485.000
Apartamento com 2 Quartos à Venda, 56m²;Rua Eletricista Elias Ferreira, 2600 - Candelária, Natal - RN;R$ 340;56;2;2;2;1;R$ 265.000
Apartamento com 3 Quartos à Venda, 90m²;Alameda das Mansões, 3696 - Candelária, Natal - RN;R$ 220;90;3;3;3;2;R$ 210.000
Apartamento com 3 Quartos à Venda, 100m²; | Tirol, Natal - RN;;100;3;2;2;2;R$ 420.000
Apartamento com 2 Quartos para Venda/Aluguel 49m²;Avenida dos Caiapós, 121 - Pitimbu, Natal - RN;R$ 280;49;2;1;1;1;R$ 185.000
Apartamento com 2 Quartos à Venda, 55m²;Avenida Engenheiro Roberto Freire, 3112 - Ponta Negra, Natal - RN;R$ 550;55;2;2;2;1;R$ 335.000
Apartamento com 2 Quartos à Venda, 94m²;Rua Professora Francisca Ivone Cavalcanti, 35 - Ponta Negra, Natal - RN;R$ 460;94;2;3;3;2;R$ 450.000
Apartamento com 3 Quartos à Venda, 148m²;Rua Tenente Olavo Francisco dos Santos, 100 - Ponta Negra, Natal - RN;R$ 450;148;3;3;3;2;R$ 590.000
Apartamento com 3 Quartos à Venda, 77m²;Rua Jornalista Francisco Sinedino, 535 - Lagoa Nova, Natal - RN;R$ 460;77;3;3;3;2;R$ 540.000
Apartamento com 3 Quartos à Venda, 123m²;Rua Jaguarari, 1 - Candelária, Natal - RN;;123;3;1;1;2;R$ 590.000
Apartamento com 3 Quartos à Venda, 98m²;Rua Professora Francisca Ivone Cavalcanti, 35 - Ponta Negra, Natal - RN;;98;3;3;3;2;R$ 310.000
Apartamento com 2 Quartos à Venda, 56m²;Avenida Engenheiro Roberto Freire, 00 - Ponta Negra, Natal - RN;R$ 380;56;2;2;2;1;R$ 265.000
Apartamento com 2 Quartos à Venda, 55m²;Rua das Algas, 2150 - Ponta Negra, Natal - RN;R$ 500;55;2;2;2;1;R$ 399.999
Apartamento com 3 Quartos à Venda, 89m²;Rua Lúcia Viveiros, 255 - Neópolis, Natal - RN;;89;3;2;2;2;R$ 399.000
Apartamento com Quarto à Venda, 105m²;Rua das Algas - Ponta Negra, Natal - RN;R$ 910;105;1;1;1;1;R$ 805.000
Apartamento com 2 Quartos à Venda, 55m²;Avenida Engenheiro Roberto Freire, 3042 - Ponta Negra, Natal - RN;;55;2;2;2;1;R$ 324.950
Apartamento com 3 Quartos à Venda, 150m²;Rua Vila do Mar, 222 - Ponta Negra, Natal - RN;;150;3;4;4;3;R$ 290.000
Apartamento com 3 Quartos à Venda, 137m²;Rua Doutor Múcio Galvão, 411 - Tirol, Natal - RN;R$ 900;137;3;5;5;3;R$ 650.000
Apartamento com 3 Quartos à Venda, 122m²;Rua General Oliveira Galvão, 1142 - Tirol, Natal - RN;;122;3;1;1;3;R$ 520.000
